33.59,-85.86,17.1015632725
34.74,-87.60,36.8931308107
34.19,-86.80,95.3065071209
34.07,-86.79,58.3184547156
34.24,-86.96,95.6039219412
31.32,-85.45,56.7360734545
34.44,-85.72,7.37796142241
34.29,-85.97,19.012178979
34.57,-85.61,20.2609276876
34.51,-87.73,69.9832950128
34.98,-85.80,40.3325854166
34.67,-86.05,41.5909079792
33.57,-86.74,20.863711326
34.91,-87.27,74.9076616571
34.49,-87.30,13.9925640328
34.78,-86.95,68.9712766935
34.69,-86.88,66.8211883439
34.64,-86.79,92.7194222634
34.55,-86.44,2.46142428194
34.33,-86.33,22.3075006299
34.33,-86.33,8.65868274676
30.69,-88.25,28.6427487475
32.30,-86.41,36.5200452553
34.56,-86.95,13.8200939863
33.18,-86.78,15.9043729834
33.21,-87.62,15.0190328867
34.26,-87.18,12.3386575022
34.48,-91.54,86.252764727
34.47,-91.42,73.7819935718
36.42,-92.25,58.7553656187
36.35,-92.39,40.8411744677
36.27,-93.16,23.3481192565
36.42,-92.92,90.9258825246
36.43,-93.20,37.7257669125
33.30,-92.37,82.8853567444
33.56,-91.38,78.8497436837
33.11,-91.26,2.47637492694
34.14,-93.06,93.325280129
36.42,-90.59,52.1440314712
36.45,-90.15,8.25235475428
35.52,-92.00,56.474982684
33.29,-93.23,73.4700155018
35.32,-92.57,69.3448089425
35.29,-92.79,7.46493066131
35.85,-90.66,79.3460335847
35.65,-94.15,40.8201499284
35.12,-90.18,54.6193426698
33.82,-92.40,24.6214510215
33.88,-91.53,46.8443159465
33.77,-91.27,77.5711623051
33.64,-91.76,3.63986455528
35.08,-92.43,63.3112490812
36.49,-91.53,53.1487958905
36.36,-91.80,70.7311563457
34.51,-93.05,55.698717018
34.29,-93.06,33.5853918799
34.30,-92.39,66.6849532907
36.03,-90.50,81.9798307891
33.71,-93.56,98.5883172797
34.25,-93.15,76.8488409316
34.39,-92.84,96.0886477501
33.93,-93.86,5.30696283109
34.15,-93.89,50.2432952469
35.76,-91.64,5.6659399105
35.83,-91.79,53.2609671386
36.11,-92.16,47.0717164501
35.60,-91.27,23.0229848262
34.17,-91.93,64.3517411032
35.53,-93.40,46.717620824
35.64,-93.52,19.7103777616
33.36,-93.57,94.4175334409
33.92,-91.77,2.15779742812
33.72,-94.40,41.3278492315
33.68,-93.99,52.15463213
35.09,-93.93,4.61377211041
35.31,-93.88,59.483459467
35.30,-93.64,24.0614320351
34.98,-92.01,18.5718591169
34.60,-91.99,17.030061879
36.28,-93.82,82.4046375996
36.12,-93.58,18.7607315748
35.82,-93.77,22.6304304013
36.30,-92.60,39.2111672044
33.45,-94.01,12.1151601009
34.88,-91.22,16.0843403965
34.37,-93.42,10.0610267492
34.36,-93.68,94.3286775917
34.55,-93.58,30.1364393161
34.58,-93.90,38.8083113207
33.82,-93.39,34.868952861
36.01,-93.19,64.8828825675
33.59,-92.82,68.0465243819
34.96,-93.16,22.8614322511
35.04,-92.80,36.6405580389
34.32,-93.56,56.0664118773
34.32,-93.85,81.9402138923
34.08,-93.70,27.6172672773
34.46,-94.00,28.2867187418
34.33,-94.41,14.7262913841
34.43,-94.42,26.6684474187
34.57,-94.25,49.3668181253
35.52,-93.20,24.9718188344
34.98,-91.50,97.4351530935
34.69,-92.45,65.3822184254
34.85,-92.49,47.8779569666
34.73,-92.24,42.8422260582
34.84,-92.26,61.0719808552
36.26,-90.97,8.47672823329
34.80,-92.84,23.7334516201
34.57,-92.60,83.0509664861
35.08,-94.20,27.5023123397
34.78,-93.98,22.1912120146
34.90,-94.19,1.0530840962
35.99,-92.71,88.5881917922
35.92,-92.64,31.122159353
35.33,-94.36,61.4014220715
34.05,-94.40,89.6735618457
34.05,-94.35,51.5918937077
36.01,-91.43,18.8479643793
36.07,-91.62,33.8957498507
36.27,-91.51,5.55319021378
35.84,-92.10,76.8585414529
33.31,-92.48,83.1703276527
33.22,-92.81,70.0867906054
33.06,-92.12,77.600415016
35.58,-92.45,22.4851417775
35.40,-92.38,22.7221997751
36.01,-94.17,77.5548708962
35.85,-94.02,69.7801837255
35.13,-91.45,29.799891605
35.27,-91.72,48.6820069607
35.29,-91.35,50.8662243105
35.25,-91.19,9.52829169374
35.12,-93.65,41.429157368
35.04,-93.39,1.45935355157
35.23,-93.17,90.2117024512
34.88,-93.68,66.285941019
33.85 -109.15,85.7204402412
36.15 -109.54,74.5463646938
35.07 -109.77,76.1102225077
34.13 -109.28,15.6658490566
33.97 -109.56,44.3946202699
36.92 -109.09,81.7644308509
31.46 -109.61,77.487521304
31.94 -109.22,86.1099012334
31.88 -109.21,82.9306653954
35.23 -111.82,38.0351573791
34.61 -111.19,11.9753164538
36.21 -112.06,61.0734867382
35.16 -111.73,69.2507177197
35.14 -111.67,37.3582361903
35.04 -111.02,7.26080389832
34.96 -111.76,87.8754013449
36.14 -112.10,31.5843303935
35.37 -111.54,39.9853511034
35.17 -111.51,8.59640259553
35.24 -112.19,97.6969619152
35.52 -111.37,66.5157175807
33.39 -110.79,98.8990997145
34.32 -111.45,17.4481510691
34.23 -111.34,66.9020294269
33.48 -109.75,41.0684354346
32.81 -109.68,42.484758409
33.61 -114.47,1.92394673744
33.43 -112.00,48.6533350387
33.73 -111.86,27.5772720343
33.43 -111.92,47.3673602145
33.98 -112.74,79.7536015648
33.59 -112.30,82.1989064158
36.90 -113.94,67.6719412585
35.14 -114.57,79.7282797246
35.29 -113.37,52.7020737909
35.26 -113.93,53.0511804201
34.50 -114.36,37.9867815184
36.02 -114.07,92.7172419563
36.86 -112.74,91.6633615707
34.71 -113.61,44.5527342925
34.88 -114.13,43.8709206913
36.68 -110.54,78.548654772
34.39 -110.56,70.0555283302
34.11 -109.86,35.1945822946
34.80 -109.88,85.5023468969
34.12 -109.92,55.775640425
34.26 -110.01,74.4861085079
34.51 -110.08,49.38780466
35.03 -110.72,18.9510510219
31.96 -111.60,22.7607323939
32.13 -110.96,87.5406974862
32.73 -111.69,57.4353800711
34.60 -113.17,39.3662854282
33.98 -112.36,96.7721365182
34.76 -112.46,66.076956933
34.75 -112.11,12.7915060458
34.57 -112.43,52.6175673512
34.65 -112.43,37.5417451852
35.33 -112.88,6.50083346738
34.77 -112.03,8.19930209689
32.72 -113.92,99.8005354009
32.65 -114.62,39.7110449877
37.65 -122.11,2.14641346266
37.69 -121.81,62.4887118294
37.73 -122.20,82.2969922665
38.38 -120.80,12.3944563089
39.52 -121.55,72.6124660943
39.75 -121.62,14.9026123771
38.28 -120.31,50.6566544862
37.99 -122.06,23.0001718145
41.78 -124.23,77.228228416
38.90 -119.99,1.69661637393
36.78 -119.72,93.3429282399
39.52 -122.31,49.3102954225
40.81 -124.16,20.4082686274
32.77 -115.56,14.2241257124
32.83 -115.57,79.9713680589
37.37 -118.36,6.38180826623
36.46 -116.87,66.181524715
35.43 -119.05,35.5571173594
35.05 -118.16,81.7046072112
39.97 -120.08,76.6083772312
40.42 -120.66,62.1335661022
34.19 -118.35,21.6767578658
34.74 -118.21,2.5762868487
33.81 -118.15,2.27928474662
34.02 -118.29,41.982208386
33.94 -118.39,5.4134193258
34.63 -118.08,14.0506474958
34.50 -117.89,22.0372969343
34.74 -118.72,90.3324273133
34.07 -118.44,37.7444576469
39.13 -123.20,33.9684466598
41.19 -120.94,25.05748122
41.53 -120.18,98.1062092096
38.21 -119.01,72.1294084818
38.26 -119.23,95.4800988536
37.96 -119.12,87.6605
37.65 -118.96,31.583384632
36.58 -121.85,61.7856142679
36.66 -121.61,91.1240413211
38.49 -122.12,72.9162360737
38.21 -122.28,40.1564460915
39.39 -120.09,52.5891310494
