lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,01_01,01_02,01_03,01_04,01_05,01_06,01_07,01_08,01_09,01_10,01_11,01_12,01_13,01_14,01_15,01_16,01_17,01_18,01_19,01_20,01_21,01_22,01_23,01_24,01_25,01_26,01_27,01_28,01_29,01_30,01_31,TotalSnow
34.74,-87.60,015749,,AL,MUSCLE SHOALS AP,COLBERT,540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.1
34.91,-87.27,010260,,AL,ANDERSON,LAUDERDALE,685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1
34.55,-86.45,016196,,AL,OWENS CROSS ROADS 3S,MADISON,590,0.000,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,-1,0.200,0.000,-1,-1,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.2
36.27,-93.16,033165,,AR,HARRISON BOONE CO AP,BOONE,1374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.2
36.42,-93.79,032356,EURA,AR,EUREKA SPRINGS 3 WNW,CARROLL,1420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1
33.85,-109.15,020159,ALPA,AZ,ALPINE,APACHE,8050,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.0
36.15,-109.54,021248,CHNA,AZ,CANYON DE CHELLY,APACHE,5610,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,-1,-1,0.000,-1,-1,-1,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.3
33.97,-109.56,028326,,AZ,SUNRISE MTN,APACHE,9370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,5.000,0.000,-1,0.000,0.000,0.000,-1,4.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,27.0
35.23,-111.82,020678,FGZ,AZ,BELLEMONT WFO,COCONINO,7152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.900,0.000,-1,-1,0.000,0.000,0.800,0.900,1.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.8
34.61,-111.19,020871,,AZ,BLUE RIDGE RS,COCONINO,6880,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,1.000,0.000,-1,0.000,0.000,0.000,1.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.0
