lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,04_31,TotalSnow
34.02,-109.45,023683,GERA,AZ,GREER,APACHE,8275,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.0
35.23,-111.82,020678,FGZ,AZ,BELLEMONT NWFO,COCONINO,7152,-1,-1,0.300,1.200,-1,-1,-1,-1,-1,-1,4.200,-1,-1,-1,0.700,0.400,0.400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.2
36.21,-112.06,021001,NRMA,AZ,BRIGHT ANGEL RS,COCONINO,8000,0.000,0.000,0.000,2.000,-1,-1,-1,-1,-1,-1,3.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.0
35.16,-111.73,023009,FLSA,AZ,FLAGSTAFF 4 SW,COCONINO,7125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.000,-1,-1,-1,2.000,-1,0.800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6.8
35.14,-111.67,023010,FLG,AZ,FLAGSTAFF AP,COCONINO,7003,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,-1,4.000,0.000,0.000,0.000,0.300,0.400,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,5.0
35.37,-111.54,028329,SCIA,AZ,SUNSET CRATER NM,COCONINO,6980,-1,-1,-1,0.500,-1,-1,-1,0.000,-1,-1,0.000,-1,-1,-1,-1,-1,1.000,0.000,-1,0.000,-1,-1,0.000,-1,-1,0.000,-1,-1,-1,-1,0,1.5
35.17,-111.51,029156,WALA,AZ,WALNUT CANYON NM,COCONINO,6685,-1,0.000,-1,0.200,0.000,0.000,-1,-1,-1,0.000,0.500,0.000,0.000,0.000,-1,-1,0.000,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0,0.7
35.24,-112.19,029359,WLLA,AZ,WILLIAMS,COCONINO,6750,-1,-1,-1,0.500,-1,-1,-1,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.5
33.64,-109.33,020170,HANA,AZ,ALPINE 18 SW,GREENLEE,9160,-1,0.000,-1,3.000,0.000,-1,-1,-1,-1,-1,1.000,4.000,-1,0.000,0.000,-1,-1,0.000,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,0.000,0.000,0,8.0
36.68,-110.54,020750,BETA,AZ,BETATAKIN,NAVAJO,7286,-1,-1,-1,3.000,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,2.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.0
34.11,-109.86,025412,,AZ,MC NARY 2 N,NAVAJO,7340,-1,-1,-1,0.500,-1,-1,-1,-1,0.400,-1,2.800,0.800,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4.5
34.12,-109.92,026601,PNEA,AZ,PINETOP 2E,NAVAJO,7200,-1,-1,-1,0.500,-1,-1,-1,-1,-1,-1,4.300,0.500,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.3
31.96,-111.60,024675,,AZ,KITT PEAK,PIMA,6790,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.500,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,3.5
37.24,-118.60,040820,,CA,BISHOP CREEK,INYO,8500,-1,-1,-1,-1,-1,-1,-1,4.100,0.000,0.000,5.100,0.000,0.000,0.000,1.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0,11.7
35.10,-118.42,048829,THPC,CA,TEHACHAPI 4 SE,KERN,4220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.0
37.51,-119.63,048380,,CA,SO ENTR YOSEMITE NP,MARIPOSA,5137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,4.0
41.19,-120.94,040029,ADNC,CA,ADIN RS,MODOC,4195,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,1.000,0.000,0.000,0,1.0
41.53,-120.17,041614,CEDC,CA,CEDARVILLE,MODOC,4670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,1.000,-1,-1,-1,0.000,0.000,0.000,0,1.0
