lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,02_01,02_02,02_03,02_04,02_05,02_06,02_07,02_08,02_09,02_10,02_11,02_12,02_13,02_14,02_15,02_16,02_17,02_18,02_19,02_20,02_21,02_22,02_23,02_24,02_25,02_26,02_27,02_28,02_29,02_30,02_31,TotalSnow
36.35,-92.39,035036,MHMA,AR,MTN HOME 1 NNW,BAXTER,800,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.5
36.27,-93.16,033165,,AR,HARRISON BOONE CO AP,BOONE,1374,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,-1,0.300,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,1.000,0,0,0,1.3
36.42,-92.91,034106,LDHA,AR,LEAD HILL,BOONE,741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.0
36.42,-93.79,032356,EURA,AR,EUREKA SPRINGS 3 WNW,CARROLL,1420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.700,0,0,0,1.7
36.36,-91.80,036403,,AR,SALEM,FULTON,680,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,0,0,0,0.5
34.73,-92.24,034248,,AR,LITTLE ROCK ADAMS FLD,PULASKI,258,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0,0,0,0.2
34.84,-92.26,035320,,AR,NORTH LITTLE ROCK WFO,PULASKI,563,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0,0,0,0.4
36.26,-90.97,035820,PCHA,AR,POCAHONTAS 1,RANDOLPH,315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0,0,0,5.0
33.85,-109.15,020159,ALPA,AZ,ALPINE,APACHE,8050,-1,-1,-1,-1,-1,-1,-1,-1,0.000,3.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.5
36.15,-109.54,021248,CHNA,AZ,CANYON DE CHELLY,APACHE,5610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.7
34.02,-109.45,023683,GERA,AZ,GREER,APACHE,8275,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.500,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9.5
33.97,-109.56,028326,,AZ,SUNRISE MTN,APACHE,9370,-1,-1,-1,-1,-1,-1,-1,2.000,-1,26.000,-1,-1,-1,-1,-1,-1,-1,4.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,32.0
32.27,-109.23,027560,,AZ,SAN SIMON,COCHISE,3610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,3.1
31.56,-110.28,027880,SEVA,AZ,SIERRA VISTA,COCHISE,4600,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,0,0,0,1.0
31.71,-110.06,028619,TOMA,AZ,TOMBSTONE,COCHISE,4610,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,0,0,0,2.0
35.23,-111.82,020678,FGZ,AZ,BELLEMONT NWFO,COCONINO,7152,-1,0.000,0.000,0.000,0.000,0.000,-1,8.400,7.300,1.700,-1,0.200,0.000,0.200,-1,-1,3.200,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0,0,0,21.0
36.21,-112.06,021001,NRMA,AZ,BRIGHT ANGEL RS,COCONINO,8000,-1,0.000,0.000,0.000,0.000,0.500,-1,-1,-1,17.000,-1,-1,3.000,2.000,-1,-1,2.000,-1,-1,-1,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0,0,0,24.5
