lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,10_01,10_02,10_03,10_04,10_05,10_06,10_07,10_08,10_09,10_10,10_11,10_12,10_13,10_14,10_15,10_16,10_17,10_18,10_19,10_20,10_21,10_22,10_23,10_24,10_25,10_26,10_27,10_28,10_29,10_30,10_31,TotalSnow
36.21,-112.06,021001,NRMA,AZ,BRIGHT ANGEL RS,COCONINO,8000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,1.500,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,1.5
41.19,-120.94,040029,ADNC,CA,ADIN RS,MODOC,4195,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,3.000,2.500,2.000,-1,-1,-1,-1,0.000,0.000,0.000,7.5
41.53,-120.18,041614,CEDC,CA,CEDARVILLE,MODOC,4621,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,3.0
41.27,-120.29,044374,,CA,JESS VALLEY,MODOC,5400,0.000,0.000,0.000,-1,-1,0.000,-1,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,1.000,3.000,-1,1.000,-1,-1,-1,-1,0.000,-1,5.0
37.65,-118.96,045280,MALC,CA,MAMMOTH LAKES RS,MONO,7804,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,-1,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,3.0
39.39,-120.09,040931,,CA,BOCA,NEVADA,5575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,-1,-1,1.000,7.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.0
39.17,-120.14,048758,TAHC,CA,TAHOE CITY,PLACER,6230,-1,-1,0.000,0.000,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.500,10.500,-1,1.500,0.000,0.000,0.000,0.000,0.000,0.000,16.5
39.81,-120.47,047085,PRAC,CA,PORTOLA,PLUMAS,4850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,2.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,2.0
40.54,-121.58,045311,,CA,MANZANITA LAKE,SHASTA,5750,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,3.000,4.500,5.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,19.5
39.58,-120.37,048218,,CA,SIERRAVILLE RS,SIERRA,4975,-1,0.000,0.000,0.000,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,4.000,1.000,0.000,0.000,-1,-1,0.000,0.000,0.000,5.0
41.25,-122.14,045449,,CA,MC CLOUD,SISKIYOU,3280,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.000,-1,-1,0.000,-1,0.000,-1,0.000,-1,-1,-1,0.000,1.000,0.000,-1,-1,-1,0.000,0.000,0.000,1.0
41.96,-121.47,049053,TULC,CA,TULELAKE,SISKIYOU,4035,-1,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.200,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7
40.35,-121.61,045679,,CA,MINERAL,TEHAMA,4875,-1,-1,-1,-1,0.000,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,-1,-1,5.000,-1,5.000,-1,0.000,-1,-1,0.000,0.000,0.000,10.0
39.94,-104.84,050950,BRIC,CO,BRIGHTON 3 SE,ADAMS,5016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.400,2.200,0.000,0.000,0.000,0.000,0.000,5.6
