lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,05_01,05_02,05_03,05_04,05_05,05_06,05_07,05_08,05_09,05_10,05_11,05_12,05_13,05_14,05_15,05_16,05_17,05_18,05_19,05_20,05_21,05_22,05_23,05_24,05_25,05_26,05_27,05_28,05_29,05_30,05_31,TotalSnow
36.21,-112.06,021001,NRMA,AZ,BRIGHT ANGEL RS,COCONINO,8000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,0.000,0.000,0.000,1.000,-1,0.000,-1,-1,-1,0.000,0.000,-1,1.0
36.86,-112.74,026616,PIPA,AZ,PIPE SPRINGS NATL MON,MOHAVE,4920,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.1
34.11,-109.86,025412,,AZ,MC NARY 2N,NAVAJO,7340,0.000,0.000,2.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.2
34.12,-109.92,026601,PNEA,AZ,PINETOP 2E,NAVAJO,7200,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0
37.24,-118.60,040820,,CA,BISHOP CREEK,INYO,8500,-1,-1,-1,0.000,-1,0.000,0.000,-1,-1,0.100,0.300,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,6.500,0.000,-1,0.000,0.000,0.100,0.000,0.000,0.000,7.0
34.83,-118.86,044863,,CA,LEBEC,KERN,3585,-1,0.000,-1,-1,-1,-1,0.000,-1,-1,-1,-1,0.000,-1,-1,0.000,-1,-1,-1,-1,0.000,0.000,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,0.1
37.51,-119.63,048380,,CA,SO ENTR YOSEMITE NP,MARIPOSA,5047,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,3.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,2.000,-1,-1,-1,5.3
41.19,-120.94,040029,ADNC,CA,ADIN RS,MODOC,4195,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,1.500,-1,-1,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,0.000,0.000,1.5
41.27,-120.29,044374,,CA,JESS VALLEY,MODOC,5400,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,3.500,0.000,0.000,-1,-1,-1,0.000,0.000,-1,0.000,-1,7.000,1.500,0.000,0.000,0.000,-1,0.000,-1,-1,-1,12.0
38.21,-119.01,040943,BDEC,CA,BODIE,MONO,8370,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,3.500,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,5.5
38.26,-119.23,041072,BPTC,CA,BRIDGEPORT,MONO,6470,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,1.9
37.96,-119.12,044881,LEVC,CA,LEE VINING,MONO,6797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,2.9
37.65,-118.96,045280,MALC,CA,MAMMOTH LAKES RS,MONO,7804,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,4.5
39.39,-120.09,040931,,CA,BOCA,NEVADA,5575,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.3
39.12,-120.08,049040,,CA,TRUCKEE-TAHOE AP DIST,NEVADA,5900,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.0
39.17,-120.14,048758,TAHC,CA,TAHOE CITY,PLACER,6230,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,6.500,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,0.000,0.000,1.500,0.500,0.000,0.000,-1,8.5
39.81,-120.47,047085,PRAC,CA,PORTOLA,PLUMAS,4850,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,2.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,4.0
34.24,-116.90,040741,BBLC,CA,BIG BEAR LAKE,SAN BERNARDINO,6760,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,1.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,1.0
40.54,-121.58,045311,,CA,MANZANITA LAKE,SHASTA,5750,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,5.000,2.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,7.0
40.35,-121.61,045679,,CA,MINERAL,TEHAMA,4875,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,3.000,-1,-1,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,3.0
36.74,-118.96,043551,,CA,GRANT GROVE,TULARE,6600,0.000,0.000,-1,0.000,0.000,-1,-1,0.000,0.000,0.500,2.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.200,0.800,0.000,0.000,0.000,-1,0.000,0.000,0.000,4.3
36.60,-118.73,045026,LDGC,CA,LODGEPOLE,TULARE,6735,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,-1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,1.100,0.000,0.000,0.000,3.6
39.94,-104.84,050950,BRIC,CO,BRIGHTON 3 SE,ADAMS,5016,-1,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.2
39.90,-105.01,055984,NRTC,CO,NORTHGLENN,ADAMS,5407,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.2
37.44,-105.86,050128,,CO,ALAMOSA 2S,ALAMOSA,7533,0.000,0.000,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5
37.27,-107.05,056259,,CO,PAGOSA SPRINGS 2W,ARCHULETA,7610,-1,0.800,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.8
39.99,-105.27,050848,BOUC,CO,BOULDER,BOULDER,5484,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,4.700,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.7
39.94,-105.35,053629,GRRC,CO,GROSS RSVR,BOULDER,7970,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,3.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,4.0
38.82,-106.13,051071,BNVC,CO,BUENA VISTA 2S,CHAFFEE,7946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6
39.66,-105.71,051186,GCRC,CO,CABIN CREEK,CLEAR CREEK,10020,0.000,-1,5.500,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,4.000,4.000,4.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.5
39.72,-105.70,053261,GEOC,CO,GEORGETOWN,CLEAR CREEK,8520,0.100,-1,4.300,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,-1,2.800,-1,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.6
39.73,-104.98,052213,,CO,DENVER 1 SW 7NEWS,DENVER,5249,0.000,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,1.5
39.83,-104.66,052211,DEN,CO,DENVER INTL AP,DENVER,5414,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,1.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.3
39.73,-105.01,052223,DVNC,CO,DENVER WATER DEPT,DENVER,5228,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7
39.51,-104.75,056323,PKKC,CO,PARKER,DOUGLAS,5904,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0
39.43,-105.07,057249,ROXC,CO,ROXBOROUGH SP,DOUGLAS,6117,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,-1,0.000,0.000,0.200,0.200,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.4
38.96,-104.78,051782,,CO,COLORADO SPRINGS FS 19,EL PASO,6774,0.100,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.100,0.000,-1,-1,-1,-1,-1,-1,0.000,-1,0.000,0.000,-1,0.000,-1,-1,-1,-1,-1,0.000,0.2
39.11,-104.60,052494,ESTC,CO,EASTONVILLE 2 NNW,EL PASO,7210,0.100,-1,0.200,-1,-1,-1,0.000,-1,-1,-1,-1,2.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.3
39.06,-104.87,055733,,CO,MONUMENT 3S,EL PASO,6821,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
39.50,-108.38,050214,ATBC,CO,ALTENBERN,GARFIELD,5677,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.4
39.56,-107.73,057033,,CO,RIFLE 3ENE,GARFIELD,5469,0.300,0.200,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5
39.94,-105.82,053116,,CO,FRASER,GRAND,8560,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,8.000,2.000,2.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,0.000,0.000,0.000,-1,12.0
40.06,-106.37,054664,KMLC,CO,KREMMLING,GRAND,7460,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.1
40.04,-106.20,059096,WIFC,CO,WILLIAMS FORK DAM,GRAND,7618,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.0
39.87,-105.76,059175,,CO,WINTER PARK,GRAND,9108,-1,0.000,-1,-1,-1,-1,-1,0.000,-1,0.000,1.000,4.000,3.000,-1,-1,-1,0.000,-1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.0
38.87,-106.98,051959,CBUC,CO,CRESTED BUTTE,GUNNISON,8855,-1,2.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.800,4.000,-1,-1,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.3
40.51,-106.01,053446,CSFC,CO,GOULD 4SE SFSP,JACKSON,9000,-1,-1,-1,-1,0.000,1.000,6.000,-1,0.000,0.000,1.000,10.000,3.000,0.000,2.000,2.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,27.0
40.74,-106.28,058756,,CO,WALDEN,JACKSON,8056,0.000,0.200,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,3.900,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.3
39.64,-105.32,052790,EVGC,CO,EVERGREEN,JEFFERSON,6985,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,1.300,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,4.8
39.72,-105.25,053387,,CO,GOLDEN 3SW,JEFFERSON,7520,-1,-1,-1,-1,0.000,0.700,0.000,-1,-1,-1,2.000,3.400,1.800,0.000,-1,-1,0.000,0.000,0.000,-1,0.000,0.000,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,7.9
39.75,-105.12,054762,LKWC,CO,LAKEWOOD,JEFFERSON,5640,0.000,0.000,-1,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,3.0
39.83,-105.24,056816,GDNC,CO,RALSTON RSVR,JEFFERSON,5900,0.000,0.000,0.000,-1,0.000,0.000,1.000,0.000,0.000,0.000,-1,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,3.0
39.76,-105.07,058995,WGEC,CO,WHEAT RIDGE 2,JEFFERSON,5466,-1,-1,-1,-1,-1,-1,0.400,-1,-1,-1,-1,1.400,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8
37.38,-107.58,058582,,CO,VALLECITO DAM,LA PLATA,7654,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.0
39.37,-106.19,051660,CLXC,CO,CLIMAX,LAKE,11294,1.600,0.300,6.500,0.000,0.000,0.000,-1,0.000,0.000,0.100,-1,0.500,3.700,1.700,5.200,0.300,0.000,0.000,0.400,2.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.8
39.25,-106.37,058064,,CO,SUGARLOAF RSVR,LAKE,9738,-1,-1,-1,-1,-1,-1,0.100,-1,-1,-1,-1,0.100,2.000,0.000,4.000,0.000,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.2
39.09,-106.35,058501,,CO,TWIN LAKES RESERVOIR,LAKE,9205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,0.000,1.000,0.000,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.1
