lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,09_01,09_02,09_03,09_04,09_05,09_06,09_07,09_08,09_09,09_10,09_11,09_12,09_13,09_14,09_15,09_16,09_17,09_18,09_19,09_20,09_21,09_22,09_23,09_24,09_25,09_26,09_27,09_28,09_29,09_30,09_31,TotalSnow
39.58,-95.11,140405,ATHK,KS,ATCHISON,ATCHISON,945,2.600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.6
47.49,-111.28,243749,,MT,GREAT FALLS 16ST,CASCADE,3505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.3
47.47,-111.38,243751,GTF,MT,GREAT FALLS AP,CASCADE,3664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.7
47.46,-111.38,243753,,MT,GREAT FALLS WFO,CASCADE,3705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.7
45.28,-111.32,240775,,MT,BIG SKY 2WNW,GALLATIN,6590,-1,-1,0.000,0.000,0.500,1.500,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,-1,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0,2.0
45.02,-109.95,241995,CKCM,MT,COOKE CITY 2 W,PARK,7483,-1,-1,-1,-1,-1,0.200,0.000,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0,0.2
48.98,-111.40,243617,GNSM,MT,GOLDBUTTE 7 N,TOOLE,3498,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0.000,0.000,-1,0.000,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0,1.0
46.99,-104.16,248957,,MT,WIBAUX 2 E,WIBAUX,2696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2.0
46.92,-103.53,325813,,ND,MEDORA,BILLINGS,2268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.1
46.18,-103.41,320995,BOWN,ND,BOWMAN,BOWMAN,2980,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0,0.2
46.83,-100.80,320817,,ND,BISMARCK 5NNW,BURLEIGH,1831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.2
47.28,-103.90,328812,TRON,ND,TROTTERS 3 SSE,GOLDEN VALLEY,2420,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,2.000,-1,0.000,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,0.000,0,2.0
47.16,-100.79,329455,,ND,WILTON,MCLEAN,2188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1.0
47.29,-101.82,320767,,ND,BEULAH 2NW,MERCER,2070,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1.0
46.89,-101.49,326365,NWSN,ND,NEW SALEM 5NW,MORTON,2150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0,0.5
