lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,03_01,03_02,03_03,03_04,03_05,03_06,03_07,03_08,03_09,03_10,03_11,03_12,03_13,03_14,03_15,03_16,03_17,03_18,03_19,03_20,03_21,03_22,03_23,03_24,03_25,03_26,03_27,03_28,03_29,03_30,03_31,TotalSnow
35.83,-93.20,031900,,AR,DEER,NEWTON,2375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.300,0.000,-1,-1,-1,-1,-1,-1,-1,0.3
34.57,-94.25,034756,MENA,AR,MENA,POLK,1130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,0.000,-1,-1,-1,-1,-1,-1,-1,0.5
35.78,-94.42,035354,,AR,ODELL 2 N,WASHINGTON,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,0.1
33.85,-109.15,020159,ALPA,AZ,ALPINE,APACHE,8050,-1,-1,-1,-1,-1,-1,-1,0.300,-1,1.500,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.8
34.02,-109.45,023683,GERA,AZ,GREER,APACHE,8275,-1,-1,-1,-1,-1,-1,-1,0.000,3.000,-1,16.000,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.500,0.000,2.000,-1,-1,-1,-1,-1,-1,-1,0.000,-1,21.5
34.13,-109.29,028162,,AZ,SPRINGERVILLE,APACHE,7060,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0.200,0.500,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7
31.45,-109.93,020775,BISA,AZ,BISBEE 1 WNW,COCHISE,5560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0
35.23,-111.82,020678,FGZ,AZ,BELLEMONT NWFO,COCONINO,7152,-1,-1,-1,-1,-1,-1,0.000,2.500,-1,4.200,9.700,8.600,0.000,0.000,0.000,0.000,0.000,0.700,0.000,1.400,4.000,0.000,-1,-1,-1,-1,-1,-1,0.700,-1,-1,31.8
36.21,-112.06,021001,NRMA,AZ,BRIGHT ANGEL RS,COCONINO,8000,-1,-1,-1,-1,-1,0.000,-1,11.000,0.000,1.000,12.000,16.000,6.000,0.000,0.000,0.000,0.000,1.500,3.000,1.000,11.000,5.000,0.000,-1,-1,-1,0.000,1.000,6.000,-1,-1,74.5
35.16,-111.73,023009,FLSA,AZ,FLAGSTAFF 4 SW,COCONINO,7125,-1,-1,-1,-1,-1,-1,-1,1.100,0.000,1.200,-1,-1,-1,-1,-1,0.000,-1,-1,-1,1.100,0.100,-1,-1,-1,-1,-1,-1,-1,-1,0.700,-1,4.2
35.14,-111.67,023010,FLG,AZ,FLAGSTAFF AP,COCONINO,7003,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.400,-1,4.900,14.800,10.200,-1,0.000,0.000,0.000,0.000,0.000,1.300,0.400,5.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,-1,39.6
36.05,-112.15,023596,GCNA,AZ,GRAND CANYON N P 2,COCONINO,6785,-1,-1,-1,-1,-1,-1,-1,5.000,-1,-1,3.000,-1,0.000,0.000,0.000,-1,-1,-1,-1,-1,3.000,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.0
34.74,-111.41,023828,HPJA,AZ,HAPPY JACK RS,COCONINO,7480,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.300,-1,1.3
34.94,-111.64,025780,MUNA,AZ,MUND'S PARK,COCONINO,6470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.600,2.800,-1,-1,0.000,-1,-1,0.000,-1,0.300,-1,-1,-1,-1,0.000,-1,-1,-1,0.000,-1,9.7
35.37,-111.54,028329,SCIA,AZ,SUNSET CRATER NATL MONUMENT,COCONINO,6980,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,8.000,8.000,-1,0.000,-1,-1,0.000,0.000,-1,1.500,-1,2.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.0
35.24,-112.19,029359,WLLA,AZ,WILLIAMS,COCONINO,6750,-1,-1,-1,-1,-1,-1,-1,4.000,-1,7.500,5.500,10.000,0.000,0.000,-1,-1,-1,-1,-1,2.000,4.000,3.000,-1,-1,-1,-1,-1,-1,1.000,-1,-1,37.0
35.52,-111.37,029542,WPTA,AZ,WUPATKI NM,COCONINO,4908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2
33.64,-109.33,020170,HANA,AZ,ALPINE 18 SW,GREENLEE,9160,0.000,3.000,0.000,0.000,-1,-1,0.000,0.000,3.500,0.000,7.000,17.000,-1,0.000,-1,0.000,0.000,0.000,-1,2.000,0.000,2.000,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,34.5
36.99,-112.97,021920,COLA,AZ,COLORADO CITY,MOHAVE,5010,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,2.500,0.500,7.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.100,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,14.1
