lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,02_01,02_02,02_03,02_04,02_05,02_06,02_07,02_08,02_09,02_10,02_11,02_12,02_13,02_14,02_15,02_16,02_17,02_18,02_19,02_20,02_21,02_22,02_23,02_24,02_25,02_26,02_27,02_28,02_29,02_30,02_31,TotalSnow
34.74,-87.60,015749,,AL,MUSCLE SHOALS AP,COLBERT,540,-1,0.100,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0,0,0,0.1
34.57,-85.61,018469,,AL,VALLEY HEAD,DEKALB,1062,1.800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4.6
34.91,-87.27,010260,,AL,ANDERSON,LAUDERDALE,685,1.400,0.000,0.000,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,0.000,0.000,0.000,0.100,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.5
34.64,-86.79,014064,,AL,HUNTSVILLE INTL AP,MADISON,624,1.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0,0,0,1.0
36.35,-92.39,035036,MHMA,AR,MOUNTAIN HOME 1 NNW,BAXTER,800,2.000,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,0,0,0,2.0
36.42,-92.91,034106,LDHA,AR,LEAD HILL,BOONE,741,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.0
36.43,-93.63,030616,,AR,BERRYVILLE 5 NW,CARROLL,1180,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.0
36.42,-93.79,032356,EURA,AR,EUREKA SPRINGS 3 WNW,CARROLL,1420,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.2
36.42,-90.59,031632,CRNA,AR,CORNING,CLAY,300,1.900,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.4
35.52,-92.00,032978,GFOA,AR,GREERS FERRY DAM,CLEBURNE,527,-1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0,0,0,1.0
