lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,10_01,10_02,10_03,10_04,10_05,10_06,10_07,10_08,10_09,10_10,10_11,10_12,10_13,10_14,10_15,10_16,10_17,10_18,10_19,10_20,10_21,10_22,10_23,10_24,10_25,10_26,10_27,10_28,10_29,10_30,10_31,TotalSnow
33.97,-109.56,028326,,AZ,SUNRISE MTN,APACHE,9370,-1,0.000,-1,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,1.000,0.000,0.000,0.000,0.000,1.0
34.61,-111.19,020871,,AZ,BLUE RIDGE RS,COCONINO,6880,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,4.0
36.68,-110.54,020750,BETA,AZ,BETATAKIN,NAVAJO,7286,0.000,0.000,0.000,-1,0.000,-1,4.000,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0
34.39,-110.56,023961,,AZ,HEBER BLACK MESA RS,NAVAJO,6590,-1,-1,0.000,0.000,0.000,0.000,0.100,-1,-1,-1,-1,0.000,-1,-1,-1,-1,0.000,0.000,-1,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.1
37.24,-118.60,040820,,CA,BISHOP CREEK,INYO,8500,0.000,0.000,0.000,0.000,0.000,1.400,1.200,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.6
37.51,-119.63,048380,,CA,SO ENTR YOSEMITE NP,MARIPOSA,5047,-1,-1,-1,-1,-1,1.000,0.200,0.000,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.2
41.52,-120.09,043157,,CA,FT BIDWELL,MODOC,4732,-1,-1,-1,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2
41.27,-120.29,044374,,CA,JESS VALLEY,MODOC,5400,-1,-1,0.000,0.000,0.000,1.000,0.000,-1,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,-1,0.000,0.000,-1,1.0
38.26,-119.23,041072,BPTC,CA,BRIDGEPORT,MONO,6470,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.1
37.96,-119.12,044881,LEVC,CA,LEE VINING,MONO,6797,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.3
37.65,-118.96,045280,MALC,CA,MAMMOTH LAKES RS,MONO,7804,-1,-1,-1,0.000,3.000,2.000,1.000,-1,-1,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,-1,-1,0.000,0.000,0.000,-1,-1,6.0
39.39,-120.09,040931,,CA,BOCA,NEVADA,5575,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,1.5
39.17,-120.14,048758,TAHC,CA,TAHOE CITY,PLACER,6230,-1,-1,-1,-1,0.000,2.500,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,0.000,-1,-1,0.000,-1,0.000,0.000,-1,-1,0.000,-1,-1,-1,-1,2.5
40.54,-121.58,045311,,CA,MANZANITA LAKE,SHASTA,5750,-1,-1,-1,-1,0.500,4.000,0.000,0.000,0.000,0.000,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,4.5
40.35,-121.61,045679,,CA,MINERAL,TEHAMA,4875,-1,0.000,0.000,0.000,-1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,-1,0.000,-1,-1,0.000,0.000,1.0
36.74,-118.96,043551,,CA,GRANT GROVE,TULARE,6600,0.000,0.000,0.000,0.000,0.000,2.500,0.500,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,0.000,3.0
36.60,-118.73,045026,LDGC,CA,LODGEPOLE,TULARE,6735,0.000,0.000,0.000,0.000,-1,2.000,0.000,-1,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,2.0
39.94,-104.84,050950,BRIC,CO,BRIGHTON 3 SE,ADAMS,5016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.100,0.700,0.000,0.000,0.000,0.000,5.8
39.74,-104.13,051179,BYRC,CO,BYERS 5 ENE,ADAMS,5100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.000,1.000,-1,-1,-1,-1,5.0
39.90,-105.01,055984,NRTC,CO,NORTHGLENN,ADAMS,5407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,-1,4.0
37.44,-105.86,050128,,CO,ALAMOSA 2S,ALAMOSA,7533,-1,-1,-1,-1,-1,-1,0.000,1.500,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.300,-1,-1,-1,-1,1.8
37.44,-105.86,050130,ALS,CO,ALAMOSA BERGMAN FLD,ALAMOSA,7533,0.000,0.000,0.000,0.000,0.000,0.000,0.300,1.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,1.8
37.73,-105.51,053541,,CO,GREAT SAND DUNES NM,ALAMOSA,8183,-1,-1,-1,-1,-1,-1,1.100,6.800,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.500,-1,-1,-1,-1,10.4
37.43,-106.03,058860,,CO,WAVERLY 1W,ALAMOSA,7603,-1,-1,-1,-1,-1,-1,-1,0.500,0.100,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,-1,-1,-1,-1,1.1
37.38,-102.30,058793,WLSC,CO,WALSH 1 W,BACA,3978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.300,-1,-1,-1,-1,2.3
39.99,-105.27,050848,BOUC,CO,BOULDER,BOULDER,5484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.500,0.000,0.000,0.000,0.000,0.000,11.5
39.94,-105.35,053629,GRRC,CO,GROSS RSVR,BOULDER,7970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,-1,0.000,0.000,0.000,7.0
38.82,-106.13,051071,BNVC,CO,BUENA VISTA 2S,CHAFFEE,7946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,5.400,0.000,0.000,0.000,0.000,6.6
38.82,-102.36,051564,CHYC,CO,CHEYENNE WELLS,CHEYENNE,4250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.1
